stop_id,stop_name,stop_desc,stop_lat,stop_lon
100025,"GRAND CONCOURSE/E 161 ST","GRAND CONCOURSE & E 161 ST",  40.826617, -73.922643
100027,"GRAND CONCOURSE/E 165 ST","GRAND CONCOURSE & E 165 ST",  40.831320, -73.919940
100033,"GRAND CONCOURSE/MT EDEN AV","GRAND CONCOURSE & MT EDEN AV",  40.843405, -73.911639
100039,"GRAND CONCOURSE/E BURNSIDE AV","GRAND CONCOURSE & E BURNSIDE AV",  40.852124, -73.903580
100045,"GRAND CONCOURSE/E FORDHAM RD","GRAND CONCOURSE & E FORDHAM RD",  40.862958, -73.896434
100047,"GRAND CONCOURSE/E KINGSBRIDGE RD","GRAND CONCOURSE & E KINGSBRIDGE RD",  40.866628, -73.893663
100048,"GRAND CONCOURSE/E 196 ST","GRAND CONCOURSE & E 196 ST",  40.867955, -73.892642
100058,"SEDGWICK AV/VAN CORTLANDT AV W","SEDGWICK AV & VAN CORTLANDT AV W",  40.882828, -73.893138
100060,"SEDGWICK AV/GILES PL","SEDGWICK AV & GILES PL",  40.880924, -73.896698
100071,"HENRY HUDSON PKY E/W 239 ST","HENRY HUDSON PKY E & W 239 ST",  40.889520, -73.908064
100077,"RIVERDALE AV/W 236 ST","RIVERDALE AV & W 236 ST",  40.886238, -73.907112
100088,"SEDGWICK AV/FT INDEPENDENCE ST","SEDGWICK AV & FT INDEPENDENCE ST",  40.878632, -73.897751
100089,"SEDGWICK AV/GILES PL","SEDGWICK AV & GILES PL",  40.881547, -73.896430
100098,"GRAND CONCOURSE/BEDFORD PK BL","GRAND CONCOURSE & BEDFORD PK BL",  40.872085, -73.888252
100100,"GRAND CONCOURSE/E 196 ST","GRAND CONCOURSE & E 196 ST",  40.868130, -73.893171
100101,"GRAND CONCOURSE/E KINGSBRIDGE RD","GRAND CONCOURSE & E KINGSBRIDGE RD",  40.866021, -73.894766
100103,"GRAND CONCOURSE/E FORDHAM RD","GRAND CONCOURSE & E FORDHAM RD",  40.861909, -73.897737
100109,"GRAND CONCOURSE/E BURNSIDE AV","GRAND CONCOURSE & E BURNSIDE AV",  40.852725, -73.903718
100114,"GRAND CONCOURSE/MT EDEN AV","GRAND CONCOURSE & MT EDEN AV",  40.843088, -73.912273
100131,"GRAND CONCOURSE/E 165 ST","GRAND CONCOURSE & E 165 ST",  40.831124, -73.920651
100134,"GRAND CONCOURSE/E 158 ST","GRAND CONCOURSE & E 158 ST",  40.825136, -73.923808
100166,"SEDGWICK AV/W 197 ST","SEDGWICK AV & W 197 ST",  40.872657, -73.902036
100183,"SEDGWICK AV/W 197 ST","SEDGWICK AV & W 197 ST",  40.872402, -73.902272
100294,"BRUCKNER BL/E TREMONT AV","BRUCKNER BL & E TREMONT AV",  40.833016, -73.827889
100296,"BRUCKNER BL/KEARNEY AV","BRUCKNER BL & KEARNEY AV",  40.839142, -73.824818
100297,"BRUCKNER BL/CONNELL PL","BRUCKNER BL & CONNELL PL",  40.841106, -73.825067
100298,"MACDONOUGH PL/COUNTRY CLUB","MACDONOUGH PL & COUNTRY CLUB",  40.842607, -73.825077
100322,"BRUCKNER BL/WILLOW LN","BRUCKNER BL & WILLOW LN",  40.849028, -73.828100
100325,"BRUCKNER BL/JARVIS AV","BRUCKNER BL & JARVIS AV",  40.843196, -73.826282
100328,"BRUCKNER BL/BAISLEY AV","BRUCKNER BL & BAISLEY AV",  40.837186, -73.825896
100330,"BRUCKNER BL/TREMONT AV","BRUCKNER BL & TREMONT AV",  40.833287, -73.828591
100332,"BRUCKNER BL/CASTLE HILL AV","BRUCKNER BL & CASTLE HILL AV",  40.827716, -73.849875
100459,"HENRY HUDSON PKY E/W 246 ST","HENRY HUDSON PKY E & W 246 ST",  40.893731, -73.907892
100461,"HENRY HUDSON PKY E/W 252 ST","HENRY HUDSON PKY E & W 252 ST",  40.899115, -73.906865
100462,"RIVERDALE AV/W 254 ST","RIVERDALE AV & W 254 ST",  40.901876, -73.905866
100463,"RIVERDALE AV/W 256 ST","RIVERDALE AV & W 256 ST",  40.904303, -73.904843
100464,"RIVERDALE AV/W 259 ST","RIVERDALE AV & W 259 ST",  40.907002, -73.903952
100466,"RIVERDALE AV/W 261 ST","RIVERDALE AV & W 261 ST",  40.910285, -73.903085
100467,"RIVERDALE AV/W 263 ST","RIVERDALE AV & W 263 ST",  40.912354, -73.902535
100469,"RIVERDALE AV/ W 261 ST","RIVERDALE AV &  W 261 ST",  40.910355, -73.903266
100471,"RIVERDALE AV/W 259 ST","RIVERDALE AV & W 259 ST",  40.906550, -73.904290
100472,"RIVERDALE AV/W 256 ST","RIVERDALE AV & W 256 ST",  40.904090, -73.905127
100473,"RIVERDALE AV/W 254 ST","RIVERDALE AV & W 254 ST",  40.901837, -73.906096
100474,"HENRY HUDSON PKY W/W 252 ST","HENRY HUDSON PKY W & W 252 ST",  40.899130, -73.907700
100483,"W 230 ST/BROADWAY","W 230 ST & BROADWAY",  40.877103, -73.907057
100588,"BROADWAY/W 246 ST","BROADWAY & W 246 ST",  40.892228, -73.896911
100589,"BROADWAY/W 251 ST","BROADWAY & W 251 ST",  40.895760, -73.896620
100590,"BROADWAY/LAKEVIEW PL","BROADWAY & LAKEVIEW PL",  40.898547, -73.896955
100591,"BROADWAY/W 254 ST","BROADWAY & W 254 ST",  40.901211, -73.896678
100592,"BROADWAY/MOSHOLU AV","BROADWAY & MOSHOLU AV",  40.904284, -73.896284
100594,"BROADWAY/W 260 ST","BROADWAY & W 260 ST",  40.907389, -73.896427
100595,"BROADWAY/W 262 ST","BROADWAY & W 262 ST",  40.910227, -73.896498
100609,"BROADWAY/W 260 ST","BROADWAY & W 260 ST",  40.907378, -73.896631
100610,"BROADWAY/MOSHOLU AV","BROADWAY & MOSHOLU AV",  40.904371, -73.896510
100612,"BROADWAY/W 254 ST","BROADWAY & W 254 ST",  40.901274, -73.897016
100613,"BROADWAY/LAKEVIEW PL","BROADWAY & LAKEVIEW PL",  40.898713, -73.897286
100614,"BROADWAY/W 251 ST","BROADWAY & W 251 ST",  40.895971, -73.896866
100615,"BROADWAY/W 246 ST","BROADWAY & W 246 ST",  40.892174, -73.897208
100675,"KAPPOCK ST/JOHNSON AV","KAPPOCK ST & JOHNSON AV",  40.877560, -73.917800
100676,"KAPPOCK ST/KNOLLS CRES","KAPPOCK ST & KNOLLS CRES",  40.879219, -73.916629
100677,"HENRY HUDSON PKY E/W 227 ST","HENRY HUDSON PKY E & W 227 ST",  40.881143, -73.917119
100678,"HENRY HUDSON PKY/W 232 ST","HENRY HUDSON PKY & W 232 ST",  40.884438, -73.914562
100679,"HENRY HUDSON PKY E/W 235 ST","HENRY HUDSON PKY E & W 235 ST",  40.886072, -73.912529
100700,"HENRY HUDSON PKY W/W 239 ST","HENRY HUDSON PKY W & W 239 ST",  40.889717, -73.909022
100702,"HENRY HUDSON PKY W/W 236 ST","HENRY HUDSON PKY W & W 236 ST",  40.886810, -73.912550
100703,"HENRY HUDSON PKY W/W 232 ST","HENRY HUDSON PKY W & W 232 ST",  40.884585, -73.915078
100704,"HENRY HUDSON PKY W/W 227 ST","HENRY HUDSON PKY W & W 227 ST",  40.881670, -73.917338
100705,"HENRY HUDSON PKY W/INDEPENDENCE AV","HENRY HUDSON PKY W & INDEPENDENCE AV",  40.880844, -73.918943
100706,"KAPPOCK ST/KNOLLS CRES","KAPPOCK ST & KNOLLS CRES",  40.878995, -73.916827
100707,"KAPPOCK ST/JOHNSON AV","KAPPOCK ST & JOHNSON AV",  40.877355, -73.918021
100730,"BAINBRIDGE AV/E 210 ST","BAINBRIDGE AV & E 210 ST",  40.879441, -73.879107
100731,"BAINBRIDGE AV/VAN CORTLANDT AV E","BAINBRIDGE AV & VAN CORTLANDT AV E",  40.876954, -73.879804
100821,"CITY ISLAND AV / CROSS ST","CITY ISLAND AV  &  CROSS ST",  40.853321, -73.790292
100823,"CITY ISLAND AV / DITMARS ST","CITY ISLAND AV  &  DITMARS ST",  40.849494, -73.787585
100824,"CITY ISLAND AV / FORDHAM ST","CITY ISLAND AV  &  FORDHAM ST",  40.847047, -73.786662
100826,"CITY ISLAND AV / WINTERS ST","CITY ISLAND AV  &  WINTERS ST",  40.843965, -73.785503
100828,"CITY ISLAND AVE / PILOT ST","CITY ISLAND AVE  &  PILOT ST",  40.841409, -73.784509
100829,"CITY ISLAND AV / ROCHELLE ST","CITY ISLAND AV  &  ROCHELLE ST",  40.839053, -73.783635
100860,"CITY ISLAND AV / ROCHELLE ST","CITY ISLAND AV  &  ROCHELLE ST",  40.839179, -73.783252
100861,"CITY ISLAND AVE/PILOT ST","CITY ISLAND AVE & PILOT ST",  40.841118, -73.783962
100863,"CITY ISLAND AV / WINTERS ST","CITY ISLAND AV  &  WINTERS ST",  40.843982, -73.785026
100865,"CITY ISLAND AV / FORDHAM ST","CITY ISLAND AV  &  FORDHAM ST",  40.847481, -73.786374
100866,"CITY ISLAND AV / DITMARS ST","CITY ISLAND AV  &  DITMARS ST",  40.849584, -73.787107
100868,"CITY ISLAND AV / CROSS ST","CITY ISLAND AV  &  CROSS ST",  40.853447, -73.789815
101137,"BAINBRIDGE AV/E 212 ST","BAINBRIDGE AV & E 212 ST",  40.883539, -73.877631
101138,"BAINBRIDGE AV/JEROME AV","BAINBRIDGE AV & JEROME AV",  40.886702, -73.877737
101140,"E 233 ST/NAPIER AV","E 233 ST & NAPIER AV",  40.895656, -73.874907
101142,"E 233 ST/KEPLER AV","E 233 ST & KEPLER AV",  40.896584, -73.870572
101190,"E 233 ST/KEPLER AV","E 233 ST & KEPLER AV",  40.896729, -73.870340
101192,"E 233 ST/NAPIER AV","E 233 ST & NAPIER AV",  40.895787, -73.874920
101193,"BAINBRIDGE AV/JEROME AV","BAINBRIDGE AV & JEROME AV",  40.886691, -73.877897
101194,"BAINBRIDGE AV/E 212 ST","BAINBRIDGE AV & E 212 ST",  40.883393, -73.877837
101415,"MORRIS PK AV/ADAMS ST","MORRIS PK AV & ADAMS ST",  40.841618, -73.872252
101418,"MORRIS PK AV/WHITE PLAINS RD","MORRIS PK AV & WHITE PLAINS RD",  40.845231, -73.865907
101420,"MORRIS PK AV/BRONXDALE AV","MORRIS PK AV & BRONXDALE AV",  40.846474, -73.859599
101422,"MORRIS PK AV/HONE AV","MORRIS PK AV & HONE AV",  40.848877, -73.854480
101423,"MORRIS PK AV/WILLIAMSBRIDGE RD","MORRIS PK AV & WILLIAMSBRIDGE RD",  40.850155, -73.851471
101440,"MORRIS PK AV/HONE AV","MORRIS PK AV & HONE AV",  40.848823, -73.854903
101444,"MORRIS PK AV/WHITE PLAINS RD","MORRIS PK AV & WHITE PLAINS RD",  40.845285, -73.866378
101447,"MORRIS PK AV/E 180 ST","MORRIS PK AV & E 180 ST",  40.840988, -73.872847
101716,"BAYCHESTER AV/ALDRICH ST","BAYCHESTER AV & ALDRICH ST",  40.870415, -73.832488
101717,"BAYCHESTER AV/DONIZETTI PL","BAYCHESTER AV & DONIZETTI PL",  40.876173, -73.833697
101718,"BAYCHESTER AV/DARROW PL","BAYCHESTER AV & DARROW PL",  40.878532, -73.832806
101719,"DREISER LOOP/CO-OP CITY BL","DREISER LOOP & CO-OP CITY BL",  40.877836, -73.829694
101721,"DREISER LOOP/DEBS PL","DREISER LOOP & DEBS PL",  40.876844, -73.828125
101722,"DREISER LOOP/CO-OP CITY BL","DREISER LOOP & CO-OP CITY BL",  40.878342, -73.828056
101723,"CO-OP CITY BL/CARVER LOOP #2","CO-OP CITY BL & CARVER LOOP #2",  40.879393, -73.825075
101724,"CO-OP CITY BL/BELLAMY LOOP N","CO-OP CITY BL & BELLAMY LOOP N",  40.873841, -73.824577
101725,"CO-OP CITY BL/BELLAMY LOOP S","CO-OP CITY BL & BELLAMY LOOP S",  40.872141, -73.824749
101726,"ASCH LOOP/CO-OP CITY BL","ASCH LOOP & CO-OP CITY BL",  40.870737, -73.826128
101727,"ASCH LOOP/ALCOTT PL","ASCH LOOP & ALCOTT PL",  40.871552, -73.830462
101728,"ASCH LOOP/BARTOW AV","ASCH LOOP & BARTOW AV",  40.869347, -73.830642
101729,"HUTCHINSON RVR PKY/EINSTEIN LOOP N","HUTCHINSON RVR PKY & EINSTEIN LOOP N",  40.865644, -73.823627
101730,"HUTCHINSON RVR PKY/EINSTEIN LOOP S","HUTCHINSON RVR PKY & EINSTEIN LOOP S",  40.864721, -73.824450
101731,"HUNTER AV/BOLLER AV","HUNTER AV & BOLLER AV",  40.862276, -73.825477
101734,"EARHART LA/ERSKINE PL","EARHART LA & ERSKINE PL",  40.861338, -73.822710
101735,"HUNTER AV/EARHART LA","HUNTER AV & EARHART LA",  40.861864, -73.824292
101737,"HUTCHINSON RVR PKY/EINSTEIN LOOP S","HUTCHINSON RVR PKY & EINSTEIN LOOP S",  40.864923, -73.824001
101738,"HUTCHINSON RVR PKY/EINSTEIN LOOP N","HUTCHINSON RVR PKY & EINSTEIN LOOP N",  40.865768, -73.823166
101740,"ASCH LOOP/BARTOW AV","ASCH LOOP & BARTOW AV",  40.869457, -73.830517
101742,"ASCH LOOP/CO-OP CITY BL","ASCH LOOP & CO-OP CITY BL",  40.870433, -73.826154
101743,"CO-OP CITY BL/BELLAMY LOOP N","CO-OP CITY BL & BELLAMY LOOP N",  40.874311, -73.824299
101744,"CO-OP CITY BL/PEARTREE AV","CO-OP CITY BL & PEARTREE AV",  40.880121, -73.823686
101745,"COOP CITY BL/CARVER LOOP #1","COOP CITY BL & CARVER LOOP #1",  40.879303, -73.826141
101746,"DREISER LOOP/CO-OP CITY BL","DREISER LOOP & CO-OP CITY BL",  40.878010, -73.828248
101747,"DREISER LOOP/DEBS PL","DREISER LOOP & DEBS PL",  40.876805, -73.828439
101749,"DREISER LOOP/CO-OP CITY BL","DREISER LOOP & CO-OP CITY BL",  40.878117, -73.829397
101750,"BAYCHESTER AV/DARROW PL","BAYCHESTER AV & DARROW PL",  40.878654, -73.833085
101751,"BAYCHESTER AV/DONIZETTI PL","BAYCHESTER AV & DONIZETTI PL",  40.876237, -73.833977
101752,"BAYCHESTER AV/ALDRICH ST","BAYCHESTER AV & ALDRICH ST",  40.869955, -73.832531
102037,"EASTCHESTER RD/MORRIS PK AV","EASTCHESTER RD & MORRIS PK AV",  40.851366, -73.844127
102044,"EASTCHESTER RD/MACE AV","EASTCHESTER RD & MACE AV",  40.862897, -73.843299
102047,"EASTCHESTER RD/E GUN HILL RD","EASTCHESTER RD & E GUN HILL RD",  40.868303, -73.842396
102050,"EASTCHESTER RD/BURKE AV","EASTCHESTER RD & BURKE AV",  40.873254, -73.844203
102052,"EASTCHESTER RD/BOSTON RD","EASTCHESTER RD & BOSTON RD",  40.876902, -73.846219
102088,"EASTCHESTER RD/BURKE AV","EASTCHESTER RD & BURKE AV",  40.872908, -73.844218
102090,"EASTCHESTER RD/E GUN HILL RD","EASTCHESTER RD & E GUN HILL RD",  40.868942, -73.842392
102093,"EASTCHESTER RD/MACE AV","EASTCHESTER RD & MACE AV",  40.862659, -73.843560
102100,"EASTCHESTER RD/MORRIS PK AV","EASTCHESTER RD & MORRIS PK AV",  40.851323, -73.844350
102242,"KATONAH AV/E 234 ST","KATONAH AV & E 234 ST",  40.897036, -73.866990
102243,"KATONAH AV/E 237 ST","KATONAH AV & E 237 ST",  40.899102, -73.867389
102248,"KATONAH AV/E 237 ST","KATONAH AV & E 237 ST",  40.898892, -73.867515
102249,"KATONAH AV/E 234 ST","KATONAH AV & E 234 ST",  40.897026, -73.867163
102593,"E TREMONT AV/CROSS BRONX EXP","E TREMONT AV & CROSS BRONX EXP",  40.822380, -73.819283
102602,"PENNYFIELD AV/HARDING AV","PENNYFIELD AV & HARDING AV",  40.816903, -73.809273
102613,"RANDALL AV/E TREMONT AV","RANDALL AV & E TREMONT AV",  40.826154, -73.821999
102621,"HARDING AV/E TREMONT AV","HARDING AV & E TREMONT AV",  40.816090, -73.815390
102658,"E TREMONT AV/MILES AV","E TREMONT AV & MILES AV",  40.819008, -73.817108
102659,"E TREMONT AV/SAMPSON AV","E TREMONT AV & SAMPSON AV",  40.820400, -73.817902
102759,"WHITE PLAINS RD/E 219 ST","WHITE PLAINS RD & E 219 ST",  40.883459, -73.862853
102762,"WHITE PLAINS RD/E 225 ST","WHITE PLAINS RD & E 225 ST",  40.887730, -73.860536
102769,"WHITE PLAINS RD/NEREID AV","WHITE PLAINS RD & NEREID AV",  40.898304, -73.854405
102775,"E 241 ST/BAYCHESTER AV","E 241 ST & BAYCHESTER AV",  40.901826, -73.846959
102786,"WHITE PLAINS RD/E 225 ST","WHITE PLAINS RD & E 225 ST",  40.887934, -73.860519
102789,"WHITE PLAINS RD/E 219 ST","WHITE PLAINS RD & E 219 ST",  40.883720, -73.862908
102793,"WHITE PLAINS RD/E GUN HILL RD","WHITE PLAINS RD & E GUN HILL RD",  40.877875, -73.866663
102971,"GRAND CONCOURSE/BEDFORD PK BL","GRAND CONCOURSE & BEDFORD PK BL",  40.872200, -73.887478
103037,"HUGH GRANT CIR/METROPOLITAN AV","HUGH GRANT CIR & METROPOLITAN AV",  40.833748, -73.861047
103050,"NEREID AV/EDSON AV","NEREID AV & EDSON AV",  40.899049, -73.846789
103063,"BARTOW AV/CO-OP CITY BL","BARTOW AV & CO-OP CITY BL",  40.869281, -73.825871
103081,"ASCH LOOP/ALCOTT PL","ASCH LOOP & ALCOTT PL",  40.871454, -73.830546
103152,"DREISER LOOP/DEFOE PL","DREISER LOOP & DEFOE PL",  40.876197, -73.829470
103161,"EDGEWATER PK/EDGEWATER PK OVAL","EDGEWATER PK & EDGEWATER PK OVAL",  40.822635, -73.811030
103181,"CROSBY AV/WESTCHESTER AV","CROSBY AV & WESTCHESTER AV",  40.846860, -73.832201
103192,"LAYTON AV/CLARENCE AV","LAYTON AV & CLARENCE AV",  40.835353, -73.818769
103196,"CLARENCE AV/RANDALL AV","CLARENCE AV & RANDALL AV",  40.829569, -73.815092
103228,"E TREMONT AV/SAMPSON AV","E TREMONT AV & SAMPSON AV",  40.820575, -73.818219
103229,"E TREMONT AV/ MILES AV","E TREMONT AV &  MILES AV",  40.818951, -73.817249
103256,"EDSON AV/BARTOW AV","EDSON AV & BARTOW AV",  40.867320, -73.832682
103272,"METROPOLITAN AV/BENEDICT AV","METROPOLITAN AV & BENEDICT AV",  40.833971, -73.860756
103279,"BARTOW AV/CO-OP CITY BL","BARTOW AV & CO-OP CITY BL",  40.869678, -73.825894
103280,"WESTCHESTER AV/BURR AV","WESTCHESTER AV & BURR AV",  40.853336, -73.827133
103294,"METROPOLITAN AV/UNIONPORT RD","METROPOLITAN AV & UNIONPORT RD",  40.838573, -73.860701
103299,"WHITE PLAINS RD/BURKE AV","WHITE PLAINS RD & BURKE AV",  40.871603, -73.867289
103302,"WHITE PLAINS RD/ALLERTON AV","WHITE PLAINS RD & ALLERTON AV",  40.865602, -73.867483
103330,"WHITE PLAINS RD/ALLERTON AV","WHITE PLAINS RD & ALLERTON AV",  40.865281, -73.867282
103333,"WHITE PLAINS RD/BURKE AV","WHITE PLAINS RD & BURKE AV",  40.871363, -73.867103
103362,"BOSTON RD/PELHAM PKY S","BOSTON RD & PELHAM PKY S",  40.856647, -73.869528
103374,"BRUSH AV/BRUCKNER BL","BRUSH AV & BRUCKNER BL",  40.828267, -73.840953
103383,"CROSS BRONX EXP/ROSEDALE AV","CROSS BRONX EXP & ROSEDALE AV",  40.835620, -73.869770
103390,"BRUCKNER BL/CASTLE HILL AV","BRUCKNER BL & CASTLE HILL AV",  40.826882, -73.849644
103395,"HUTCHINSON RVR PKY/LAFAYETTE AV","HUTCHINSON RVR PKY & LAFAYETTE AV",  40.824974, -73.836659
103408,"WHITE PLAINS RD/E GUN HILL RD","WHITE PLAINS RD & E GUN HILL RD",  40.877204, -73.866477
103413,"BRUCKNER BL/HUNTINGTON AV","BRUCKNER BL & HUNTINGTON AV",  40.830046, -73.832684
103459,"THROGS NECK EXP/PRENTISS AV","THROGS NECK EXP & PRENTISS AV",  40.819695, -73.809814
103473,"BRUCKNER BL/BUHRE AV","BRUCKNER BL & BUHRE AV",  40.849136, -73.826853
103501,"WHITE PLAINS RD/NEREID AV","WHITE PLAINS RD & NEREID AV",  40.898664, -73.854339
103537,"BARTOW AV/REAR OF PATHMARK","BARTOW AV & REAR OF PATHMARK",  40.868975, -73.823465
103538,"BARTOW AV/REAR OF PATHMARK","BARTOW AV & REAR OF PATHMARK",  40.869305, -73.824081
103544,"E TREMONT AV/HARDING AV","E TREMONT AV & HARDING AV",  40.816220, -73.815576
103615,"VAN CORTLANDT AV E/ROCHAMBEAU AV","VAN CORTLANDT AV E & ROCHAMBEAU AV",  40.876514, -73.880536
103666,"EASTCHESTER RD/PELHAM PKY S","EASTCHESTER RD & PELHAM PKY S",  40.856946, -73.843731
103667,"EASTCHESTER RD/PELHAM PKY S","EASTCHESTER RD & PELHAM PKY S",  40.856853, -73.843987
103674,"DREISER LOOP / DEFOE PL","DREISER LOOP  &  DEFOE PL",  40.875965, -73.829432
103676,"HUTCHINSON RVR PKY/BOLLER AV","HUTCHINSON RVR PKY & BOLLER AV",  40.862912, -73.825720
103690,"THROGS NECK EXP/WISSMAN AV","THROGS NECK EXP & WISSMAN AV",  40.819976, -73.810254
103698,"EDGEWATER PK/EDGEWATER PK OVAL","EDGEWATER PK & EDGEWATER PK OVAL",  40.822571, -73.810945
103721,"GRAND CONCOURSE/E 203 ST","GRAND CONCOURSE & E 203 ST",  40.874079, -73.886536
103722,"GRAND CONCOURSE/E 204 ST","GRAND CONCOURSE & E 204 ST",  40.874320, -73.886930
103767,"LAFAYETTE AV/HUTCHINSON RVR PKY","LAFAYETTE AV & HUTCHINSON RVR PKY",  40.824994, -73.836838
103789,"PALMER AV/HUTCHINSON RVR PY E","PALMER AV & HUTCHINSON RVR PY E",  40.862033, -73.826621
103916,"IRWIN AV/JOHNSON AV","IRWIN AV & JOHNSON AV",  40.879287, -73.912366
103925,"E TREMONT AV/DEWEY AV","E TREMONT AV & DEWEY AV",  40.822559, -73.819181
103932,"SEDGWICK AV/FT INDEPENDENCE ST","SEDGWICK AV & FT INDEPENDENCE ST",  40.878298, -73.898405
103945,"AMEDOLA PL/WILKINSON AV","AMEDOLA PL & WILKINSON AV",  40.852176, -73.827301
103973,"GRAND CONCOURSE/E 177 ST","GRAND CONCOURSE & E 177 ST",  40.849184, -73.906546
103974,"GRAND CONCOURSE/E 170 ST","GRAND CONCOURSE & E 170 ST",  40.838656, -73.914148
103997,"E 241 ST/CRANFORD AVE","E 241 ST & CRANFORD AVE",  40.903218, -73.849703
104005,"PALMER AV/STILLWELL AV","PALMER AV & STILLWELL AV",  40.861354, -73.826067
104062,"THROGS NECK EXP/RANDALL AV","THROGS NECK EXP & RANDALL AV",  40.828255, -73.817154
104067,"BAYCHESTER AV/IFO PC RICHARDS","BAYCHESTER AV & IFO PC RICHARDS",  40.867939, -73.831158
104106,"E TREMONT AVE / ROOSEVELT AVE","E TREMONT AVE  &  ROOSEVELT AVE",  40.825678, -73.821224
104112,"GRAND CONCOURSE/E TREMONT AV","GRAND CONCOURSE & E TREMONT AV",  40.849554, -73.905648
104229,"HARDING AV/PENNYFIELD AV","HARDING AV & PENNYFIELD AV",  40.816721, -73.809223
104241,"MORRIS PK AV/WILLIAMSBRIDGE RD","MORRIS PK AV & WILLIAMSBRIDGE RD",  40.850330, -73.851583
104327,"MORRIS PK AV/DELANCEY PL","MORRIS PK AV & DELANCEY PL",  40.846589, -73.859935
104531,"ASCH LOOP/ADLER PL","ASCH LOOP & ADLER PL",  40.870969, -73.827955
104532,"ASCH LOOP/ADLER PL","ASCH LOOP & ADLER PL",  40.871128, -73.828414
104619,"HUTCHINSON RVR PKY/BOLLER AV","HUTCHINSON RVR PKY & BOLLER AV",  40.863693, -73.825119
150001,"BAINBRIDGE AV/E 210 ST","BAINBRIDGE AV & E 210 ST",  40.879495, -73.878965
150022,"BOSTON RD/THWAITES PL","BOSTON RD & THWAITES PL",  40.858387, -73.867748
150023,"BOSTON RD/THWAITES PL","BOSTON RD & THWAITES PL",  40.858613, -73.867880
150032,"BROADWAY/W 261 ST","BROADWAY & W 261 ST",  40.909855, -73.896746
150034,"BRONX RIVER PKY/BRONX ZOO ENT","BRONX RIVER PKY & BRONX ZOO ENT",  40.854262, -73.870764
150036,"BRUCKNER BL/TREMONT AV","BRUCKNER BL & TREMONT AV",  40.833218, -73.828722
150037,"BRUCKNER BL/WHITE PLAINS RD","BRUCKNER BL & WHITE PLAINS RD",  40.825615, -73.859129
150038,"BRUCKNER BL/WILKINSON AV","BRUCKNER BL & WILKINSON AV",  40.852504, -73.827003
150040,"CROSBY AV/WESTCHESTER AV","CROSBY AV & WESTCHESTER AV",  40.846915, -73.832051
150041,"RANDALL AV/CROSS BRONX EX","RANDALL AV & CROSS BRONX EX",  40.824992, -73.824066
150042,"CROSS BRONX EXP/RANDALL AV","CROSS BRONX EXP & RANDALL AV",  40.825140, -73.824680
150053,"EARHART LA/ERSKINE PL","EARHART LA & ERSKINE PL",  40.861017, -73.822657
150055,"EINSTEIN LOOP/ELGAR PL","EINSTEIN LOOP & ELGAR PL",  40.864324, -73.822044
150056,"EINSTEIN LOOP/ELGAR PL","EINSTEIN LOOP & ELGAR PL",  40.864219, -73.822122
150063,"GRAND CONCOURSE/E 170 ST","GRAND CONCOURSE & E 170 ST",  40.838411, -73.913692
150069,"JARVIS AV/BRUCKNER BL","JARVIS AV & BRUCKNER BL",  40.843186, -73.826458
150084,"HENRY HUDSON PKY W/W 246 ST","HENRY HUDSON PKY W & W 246 ST",  40.893473, -73.908592
150085,"LAYTON AV/CLARENCE AV","LAYTON AV & CLARENCE AV",  40.835369, -73.818691
150086,"LAYTON AV/VINCENT AV","LAYTON AV & VINCENT AV",  40.834834, -73.820947
150113,"RIVERDALE AV/JOHNSON AV","RIVERDALE AV & JOHNSON AV",  40.879269, -73.912699
150114,"SEDGWICK AV/BAILEY AV","SEDGWICK AV & BAILEY AV",  40.865134, -73.908527
150115,"SEDGWICK AV/BAILEY AV","SEDGWICK AV & BAILEY AV",  40.865852, -73.908181
150116,"SEDGWICK AV/KINGSBRIDGE RD","SEDGWICK AV & KINGSBRIDGE RD",  40.869610, -73.904072
150117,"SEDGWICK AV/W KINGSBRIDGE RD","SEDGWICK AV & W KINGSBRIDGE RD",  40.869672, -73.903472
150118,"SEDGWICK AV/WEBB AV","SEDGWICK AV & WEBB AV",  40.863762, -73.909159
150119,"SEDGWICK AV/WEBB AV","SEDGWICK AV & WEBB AV",  40.864102, -73.908907
150123,"VAN CORTLANDT AV W/BAILEY AV","VAN CORTLANDT AV W & BAILEY AV",  40.885740, -73.894886
150124,"VAN CORTLANDT AV W/BAILEY AV","VAN CORTLANDT AV W & BAILEY AV",  40.885543, -73.894830
150125,"W 230 ST/CORLEAR AV","W 230 ST & CORLEAR AV",  40.879176, -73.909066
150129,"WHITE PLAINS RD/E 232 ST","WHITE PLAINS RD & E 232 ST",  40.892925, -73.857872
150130,"WHITE PLAINS RD/E 232 ST","WHITE PLAINS RD & E 232 ST",  40.892664, -73.857797
150138,"BRUCKNER BL/WILKINSON AV","BRUCKNER BL & WILKINSON AV",  40.852103, -73.827134
150139,"BRUCKNER BL/WILKINSON AV","BRUCKNER BL & WILKINSON AV",  40.852365, -73.827039
150146,"EASTCHESTER RD/TILLOTSON AV","EASTCHESTER RD & TILLOTSON AV",  40.876266, -73.846072
150148,"E 241 ST/BARNES AV","E 241 ST & BARNES AV",  40.902945, -73.849042
150151,"KATONAH AV/E 242 ST","KATONAH AV & E 242 ST",  40.902133, -73.868090
150158,"BRUCKNER BL/WHITE PLAINS RD","BRUCKNER BL & WHITE PLAINS RD",  40.826234, -73.860725
