"stop_id","stop_code","stop_name","stop_lat","stop_lon","stop_url","wheelchair_boarding"
"198","SPK","Speonk","40.82131516","-72.70526225","https://new.mta.info/mta-stations/speonk","1"
"199","SSM","Mets-Willets Point","40.75239835","-73.84370059","https://new.mta.info/mta-stations/mets-willets-point","2"
"2","ADL","Auburndale","40.76144288","-73.78995927","https://new.mta.info/mta-stations/auburndale","1"
"20","BPG","Bethpage","40.74303924","-73.48343821","https://new.mta.info/mta-stations/bethpage","1"
"202","STN","Smithtown","40.85654755","-73.19803235","https://new.mta.info/mta-stations/smithtown","1"
"204","SVL","Sayville","40.74035373","-73.08645531","https://new.mta.info/mta-stations/sayville","1"
"205","SYT","Syosset","40.82485746","-73.5004456","https://new.mta.info/mta-stations/syosset","1"
"21","BPT","Bellport","40.7737389","-72.94396574","https://new.mta.info/mta-stations/bellport","1"
"211","VSM","Valley Stream","40.66151762","-73.70475875","https://new.mta.info/mta-stations/valley-stream","1"
"213","WBY","Westbury","40.75345386","-73.5858661","https://new.mta.info/mta-stations/westbury","1"
"214","WDD","Woodside","40.74585067","-73.90297516","https://new.mta.info/mta-stations/woodside","1"
"215","WGH","Wantagh","40.67299016","-73.50896484","https://new.mta.info/mta-stations/wantagh","1"
"216","WHD","West Hempstead","40.70196099","-73.64164361","https://new.mta.info/mta-stations/west-hempstead","1"
"217","WMR","Woodmere","40.63133646","-73.71371544","https://new.mta.info/mta-stations/woodmere","1"
"219","WWD","Westwood","40.66837227","-73.68120878","https://new.mta.info/mta-stations/westwood","1"
"220","WYD","Wyandanch","40.75480101","-73.35806588","https://new.mta.info/mta-stations/wyandanch","1"
"223","YPK","Yaphank","40.82561319","-72.91587848","https://new.mta.info/mta-stations/yaphank","1"
"225","BWN","Baldwin","40.65673224","-73.60716245","https://new.mta.info/mta-stations/baldwin","1"
"226","MRK","Merrick","40.6638004","-73.55062102","https://new.mta.info/mta-stations/merrick","1"
"23","BRS","Bellerose","40.72220443","-73.71665289","https://new.mta.info/mta-stations/bellerose","2"
"233","WHN","Westhampton","40.83030532","-72.65032454","https://new.mta.info/mta-stations/westhampton","1"
"237","NYK","Penn Station","40.75058844","-73.99358408","https://new.mta.info/mta-stations/penn-station","1"
"24","BRT","Belmont Park","40.71368754","-73.72829722","https://new.mta.info/mta-stations/belmont-park","1"
"241","ATL","Atlantic Terminal","40.68359596","-73.97567112","https://new.mta.info/mta-stations/atlantic-terminal","1"
"25","BSD","Bayside","40.76315241","-73.77124986","https://new.mta.info/mta-stations/bayside","1"
"26","BSR","Bay Shore","40.72443344","-73.25408295","https://new.mta.info/mta-stations/bay-shore","1"
"27","BTA","Babylon","40.70068942","-73.32405561","https://new.mta.info/mta-stations/babylon","1"
"29","BWD","Brentwood","40.78083474","-73.24361074","https://new.mta.info/mta-stations/brentwood","1"
"31","CAV","Centre Avenue","40.64831835","-73.6639675","https://new.mta.info/mta-stations/centre-avenue","1"
"32","CHT","Cedarhurst","40.62217451","-73.72618275","https://new.mta.info/mta-stations/cedarhurst","1"
"33","CI","Central Islip","40.79185312","-73.19486082","https://new.mta.info/mta-stations/central-islip","1"
"349","GCT","Grand Central","40.755162","-73.975455","https://new.mta.info/mta-stations/grand-central-madison","1"
"359","EMT","Elmont-UBS Arena","40.720074","-73.725549","https://new.mta.info/mta-stations/elmont-ubs-arena","1"
"36","CLP","Country Life Press","40.72145656","-73.62967386","https://new.mta.info/mta-stations/country-life-press","1"
"38","CPG","Copiague","40.68101528","-73.39834027","https://new.mta.info/mta-stations/copiague","2"
"39","CPL","Carle Place","40.74920704","-73.60365242","https://new.mta.info/mta-stations/carle-place","1"
"4","AGT","Amagansett","40.98003964","-72.13233416","https://new.mta.info/mta-stations/amagansett","1"
"40","CSH","Cold Spring Harbor","40.83563832","-73.45108591","https://new.mta.info/mta-stations/cold-spring-harbor","1"
"42","DGL","Douglaston","40.76806862","-73.74941265","https://new.mta.info/mta-stations/douglaston","1"
"44","DPK","Deer Park","40.76948364","-73.29356494","https://new.mta.info/mta-stations/deer-park","1"
"48","EHN","East Hampton","40.96508629","-72.19324238","https://new.mta.info/mta-stations/east-hampton","1"
"50","ENY","East New York","40.67581191","-73.90280882","https://new.mta.info/mta-stations/east-new-york","2"
"51","ERY","East Rockaway","40.64221085","-73.65821626","https://new.mta.info/mta-stations/east-rockaway","1"
"52","EWN","East Williston","40.7560191","-73.63940764","https://new.mta.info/mta-stations/east-williston","1"
"55","FHL","Forest Hills","40.71957556","-73.84481402","https://new.mta.info/mta-stations/forest-hills","1"
"56","FLS","Flushing Main Street","40.75789494","-73.83134684","https://new.mta.info/mta-stations/flushing-main-street","1"
"59","FMD","Farmingdale","40.73591503","-73.44123878","https://new.mta.info/mta-stations/farmingdale","1"
"63","FPK","Floral Park","40.72463725","-73.70639714","https://new.mta.info/mta-stations/floral-park","1"
"64","FPT","Freeport","40.65745799","-73.58232401","https://new.mta.info/mta-stations/freeport","1"
"65","FRY","Far Rockaway","40.60914311","-73.75054135","https://new.mta.info/mta-stations/far-rockaway","1"
"66","GBN","Gibson","40.64925173","-73.70183483","https://new.mta.info/mta-stations/gibson","1"
"67","GCV","Glen Cove","40.86583421","-73.61616614","https://new.mta.info/mta-stations/glen-cove","1"
"68","GCY","Garden City","40.72310156","-73.64036107","https://new.mta.info/mta-stations/garden-city","1"
"71","GHD","Glen Head","40.83222531","-73.62611822","https://new.mta.info/mta-stations/glen-head","1"
"72","GNK","Great Neck","40.78721647","-73.72610046","https://new.mta.info/mta-stations/great-neck","1"
"73","GPT","Greenport","41.09970991","-72.36310396","https://new.mta.info/mta-stations/greenport","1"
"74","GRV","Great River","40.74044444","-73.17019585","https://new.mta.info/mta-stations/great-river","1"
"76","GST","Glen Street","40.85798112","-73.62121715","https://new.mta.info/mta-stations/glen-street","1"
"77","GVL","Greenvale","40.81571566","-73.62687152","https://new.mta.info/mta-stations/greenvale","1"
"78","GWN","Greenlawn","40.86866524","-73.36284977","https://new.mta.info/mta-stations/greenlawn","1"
"8","AVL","Amityville","40.68024859","-73.42031192","https://new.mta.info/mta-stations/amityville","2"
"83","HBY","Hampton Bays","40.87660916","-72.52394936","https://new.mta.info/mta-stations/hampton-bays","1"
"84","HEM","Hempstead","40.71329663","-73.62503239","https://new.mta.info/mta-stations/hempstead","1"
"85","HGN","Hempstead Gardens","40.69491356","-73.64620888","https://new.mta.info/mta-stations/hempstead-gardens","1"
"86","HIL","Hillside Facility","40.70773582","-73.77695851","","1"
"89","HOL","Hollis","40.71018151","-73.76675252","https://new.mta.info/mta-stations/hollis","2"
"90","HPA","Hunterspoint Avenue","40.74239046","-73.94678997","https://new.mta.info/mta-stations/hunterspoint-avenue","2"
"91","HUN","Huntington","40.85300971","-73.40952576","https://new.mta.info/mta-stations/huntington","1"
"92","HVL","Hicksville","40.76717491","-73.52853322","https://new.mta.info/mta-stations/hicksville","1"
"94","HWT","Hewlett","40.63676432","-73.70513866","https://new.mta.info/mta-stations/hewlett","1"
"99","IPK","Island Park","40.60129906","-73.65474248","https://new.mta.info/mta-stations/island-park","1"
